,target,docs,docs_clean
64,business," European Union finance ministers meet on Thursday to discuss proposals, including a tax on jet fuel, to boost development aid for poorer nations.  The policy makers are to ask for a report into how more development money can be raised, the EU said. The world's richest countries have said they want to increase the amount of aid they give to 0.7% of their annual gross national income by 2015. Airlines have reacted strongly against the proposed fuel levy.  Profits have been under pressure in the airline industry, with low-cost firms driving down prices and demand dipping after the 11 September terrorist attacks and the outbreak of the killer SARS virus.  Things have picked up, but some European and US companies are teetering on the brink of bankruptcy. At present, the fuel used by airlines enjoys either a very low tax rate or is untaxed in EU member states. ""Of course we applaud humanitarian initiatives, but why target the airlines?"" said Ulrich Schulte-Strathaus, secretary general of the Association of European Airlines. ""Our industry is in the midst of a fundamental crisis...only to be once again confronted with a measure designed to increase our costs,"" he continued.  The EU sought to allay the airlines' fears, stressing that Thursday's meeting was only a first step and that other proposals were also under consideration. It added that any plan to levy taxes on jet fuel ""should not hinder the competitiveness of the airlines and that they themselves will not be solely funding development"". Any tax would only be implemented after full consultation with the airlines, the EU said. There is thought to be widespread support for the plan - tabled by France and Germany following the recent G7 meeting of the world's richest nations - from EU ministers. The issue of poverty in Africa and South Asia has forced itself to the top of the politicial agenda, with politicians and campaigners calling for more to be done. At their meeting in London, G7 finance ministers backed plans to write off up to 100% of the debts of some of the world's poorest countries. ",european union finance minister meet thursday discus proposal including tax jet fuel boost development aid poorer nation policy maker ask report development money raised said world richest country said want increase amount aid give annual gross national income airline reacted strongly proposed fuel levy profit pressure airline industry low cost firm driving price demand dipping september terrorist attack outbreak killer sars virus thing picked european company teetering brink bankruptcy present fuel used airline enjoys either low tax rate untaxed member state course applaud humanitarian initiative target airline said ulrich schulte strathaus secretary general association european airline industry midst fundamental crisis confronted measure designed increase cost continued sought allay airline fear stressing thursday meeting first step proposal also consideration added plan levy tax jet fuel hinder competitiveness airline solely funding development tax would implemented full consultation airline said thought widespread support plan tabled france germany following recent meeting world richest nation minister issue poverty africa south asia forced top politicial agenda politician campaigner calling done meeting london finance minister backed plan write debt world poorest country
65,business," German business confidence fell in February knocking hopes of a speedy recovery in Europe's largest economy.  Munich-based research institute Ifo said that its confidence index fell to 95.5 in February from 97.5 in January, its first decline in three months. The study found that the outlook in both the manufacturing and retail sectors had worsened. Observers had been hoping that a more confident business sector would signal that economic activity was picking up.  ""We're surprised that the Ifo index has taken such a knock,"" said DZ bank economist Bernd Weidensteiner. ""The main reason is probably that the domestic economy is still weak, particularly in the retail trade."" Economy and Labour Minister Wolfgang Clement called the dip in February's Ifo confidence figure ""a very mild decline"". He said that despite the retreat, the index remained at a relatively high level and that he expected ""a modest economic upswing"" to continue.  Germany's economy grew 1.6% last year after shrinking in 2003. However, the economy contracted by 0.2% during the last three months of 2004, mainly due to the reluctance of consumers to spend. Latest indications are that growth is still proving elusive and Ifo president Hans-Werner Sinn said any improvement in German domestic demand was sluggish. Exports had kept things going during the first half of 2004, but demand for exports was then hit as the value of the euro hit record levels making German products less competitive overseas. On top of that, the unemployment rate has been stuck at close to 10% and manufacturing firms, including DaimlerChrysler, Siemens and Volkswagen, have been negotiating with unions over cost cutting measures. Analysts said that the Ifo figures and Germany's continuing problems may delay an interest rate rise by the European Central Bank. Eurozone interest rates are at 2%, but comments from senior officials have recently focused on the threat of inflation, prompting fears that interest rates may rise. ",german business confidence fell february knocking hope speedy recovery europe largest economy munich based research institute ifo said confidence index fell february january first decline three month study found outlook manufacturing retail sector worsened observer hoping confident business sector would signal economic activity picking surprised ifo index taken knock said bank economist bernd weidensteiner main reason probably domestic economy still weak particularly retail trade economy labour minister wolfgang clement called dip february ifo confidence figure mild decline said despite retreat index remained relatively high level expected modest economic upswing continue germany economy grew last year shrinking however economy contracted last three month mainly due reluctance consumer spend latest indication growth still proving elusive ifo president han werner sinn said improvement german domestic demand sluggish export kept thing going first half demand export hit value euro hit record level making german product le competitive overseas top unemployment rate stuck close manufacturing firm including daimlerchrysler siemens volkswagen negotiating union cost cutting measure analyst said ifo figure germany continuing problem may delay interest rate rise european central bank eurozone interest rate comment senior official recently focused threat inflation prompting fear interest rate may rise
66,business," Billions of farmers' livelihoods are at risk from falling commodity prices and protectionism, the UN's Food & Agriculture Organisation has warned.  Trade barriers and subsidies ""severely"" distort the market, the FAO report on the ""State of Agricultural Commodity Markets 2004"" said. As a result, the 2.5 billion people in the developing world who rely on farming face food insecurity. The most endangered are those who live in the least-developed countries. The FAO report said that support for farmers in industrialised nations was equivalent to 30 times the amount provided as aid for agricultural development in poor countries.  The FAO has urged the World Trade Organisation to swiftly conclude negotiations to liberalise trade, easing developing countries' access to the world market. It also criticised the high tariffs imposed by both developed and developing nations. It recommends that developing countries reduce their own tariffs to encourage trade and take advantage of market liberalisation.  According to the organisation, subsidies and high tariffs have a strong impact on the trade of products such as cotton and rice. Global exports of these products are mainly in the hands of the European Union and the US, who - thanks to subsidies - sell them at very low prices. In fact, almost 30 wealthy nations spend more than $300bn (£158.8bn; 230.9bn euros) in agricultural subsidies. The market situation has divided developing nations in two groups, the FAO said. The first group have a reasonably diverse range of agricultural products while in the second group, agriculture lies largely in the hands of small-scale producers. For 43 developing countries, more than 20% of their export incomes come from the sale of just one product. These countries are mainly situated in Sub-Saharan Africa, Latin America and the Caribbean. ",billion farmer livelihood risk falling commodity price protectionism food agriculture organisation warned trade barrier subsidy severely distort market fao report state agricultural commodity market said result billion people developing world rely farming face food insecurity endangered live least developed country fao report said support farmer industrialised nation equivalent time amount provided aid agricultural development poor country fao urged world trade organisation swiftly conclude negotiation liberalise trade easing developing country access world market also criticised high tariff imposed developed developing nation recommends developing country reduce tariff encourage trade take advantage market liberalisation according organisation subsidy high tariff strong impact trade product cotton rice global export product mainly hand european union thanks subsidy sell low price fact almost wealthy nation spend euro agricultural subsidy market situation divided developing nation two group fao said first group reasonably diverse range agricultural product second group agriculture lie largely hand small scale producer developing country export income come sale one product country mainly situated sub saharan africa latin america caribbean
67,business," India has cleared a proposal allowing up to 100% foreign direct investment in its construction sector.  Kamal Nath, Commerce and Industry Minister, announced the decision in Delhi on Thursday following a cabinet meeting. Analysts say improving India's infrastructure will boost foreign investment in other sectors too. The Indian government's decision has spread good cheer in the construction sector, according to some Indian firms.  A spokesman for DLF Builders, Dr Vancheshwar, told the BBC this will mean ""better offerings"" for consumers as well as builders. He said the firm will benefit from world class ""strategic partnerships, design expertise and technology, while consumers will have better choice.""  The government proposal states that foreign investment of up to 100% will be allowed on the 'automatic route' in the construction sector, on projects including housing, hotels, resorts, hospitals and educational establishments. The automatic route means that construction companies need only get one set of official approvals and do not need to gain clearance from the Foreign Investment Promotion Board, which can be bureaucratic. The government hopes its new policy will create employment for construction workers, and benefit steel and brick-making industries.  Mr Nath also announced plans to allow foreign investors to develop a smaller area of any land they acquired. ""Foreign investors can enter any construction development area, be it to build resorts, townships or commercial premises but they will have to construct at least 50,000 square meters (538,000 square feet) within a specific timeframe,"" said Mr Nath, without specifying the timeframe. Previously foreign investors had to develop a much larger area, discouraging some from entering the Indian market. This measure is designed to discourage foreign investors from buying and selling land speculatively, without developing it. Anshuman Magazine, managing director, of CB Richard Ellis - an international real estate company - told the BBC this was ""a big positive step.""  However, Chittabrata Majumdar, general secretary of the Centre of Indian Trade Unions (CITU), said allowing FDI in the country is compromising India's own ""self reliance"". He said, ""No country can develop on the basis of foreign investment alone."" Mr Majumdar also said an assessment should be made as to whether foreign investment is indeed beneficial to the country - in terms of employment and money generated - or just another way of international companies filling their deep pockets. ",india cleared proposal allowing foreign direct investment construction sector kamal nath commerce industry minister announced decision delhi thursday following cabinet meeting analyst say improving india infrastructure boost foreign investment sector indian government decision spread good cheer construction sector according indian firm spokesman dlf builder vancheshwar told bbc mean better offering consumer well builder said firm benefit world class strategic partnership design expertise technology consumer better choice government proposal state foreign investment allowed automatic route construction sector project including housing hotel resort hospital educational establishment automatic route mean construction company need get one set official approval need gain clearance foreign investment promotion board bureaucratic government hope new policy create employment construction worker benefit steel brick making industry nath also announced plan allow foreign investor develop smaller area land acquired foreign investor enter construction development area build resort township commercial premise construct least square meter square foot within specific timeframe said nath without specifying timeframe previously foreign investor develop much larger area discouraging entering indian market measure designed discourage foreign investor buying selling land speculatively without developing anshuman magazine managing director richard elli international real estate company told bbc big positive step however chittabrata majumdar general secretary centre indian trade union citu said allowing fdi country compromising india self reliance said country develop basis foreign investment alone majumdar also said assessment made whether foreign investment indeed beneficial country term employment money generated another way international company filling deep pocket
68,business," US aircraft firm Boeing has unveiled its new long-distance 777 plane, as it tries to regain its position as the industry's leading manufacturer.  The 777-200LR will be capable of flying almost 11,000 miles non-stop, linking cities such as London and Sydney. Boeing, in contrast to European rival Airbus, hopes airlines will want to fly smaller aircraft over longer distances. Airbus, which overtook Boeing as the number one civilian planemaker in 2003, is focusing on so-called super jumbos.  Analysts are divided over which approach is best and say that this latest tussle between Boeing and Airbus may prove to be a defining moment for the airline industry. Boeing plans to offer twin-engine planes that are able to fly direct to many of the world's airports, getting rid of the need for connecting flights.  It is banking on smaller, slimmer planes such as the 777-200LR and its much-anticipated 787 Dreamliner plane, which is set to take to the skies in 2008. The 777-200LR, which had its launch delayed by the 11 September attacks in the US, is the fifth variation of Boeing's twin-aisle 777 plane. The company offically ""rolled-out"" the new 777 in Seattle at 2200 GMT. Better fuel efficiency from engines made by GE and lighter materials mean that the plane can connect almost any two cities worldwide.  ""Boeing has the latest variant in a very successful line of airplanes and there is no doubt it will continue to be very successful,"" said David Learmount, operations and safety editor at industry magazine Flight International. But the 777-200LR ""is a niche player"", Mr Learmount continued, adding that reach was not the only criteria airlines used when picking their aircraft. Mr Learmount pointed out that the 777-200LR has been on the market for a couple of years and only had limited success at attracting orders. He also said that while the plane may be able to fly to Sydney from London in one hit, prevailing winds meant that it would have to stop somewhere on the return journey.  For Airbus, the future is big - it is pinning its hopes on planes that can carry as many as 840 people between large hub airports. From there, passengers would be ferried to their final destinations by smaller planes. Airbus is also keeping its options open and plans to compete in all the main categories of aircraft. It has been producing a rival to Boeing's 777 line for more than a year. ""Airbus is now where Boeing was a few years ago"" with its product range, said Flight International's Mr Learmount.  Both Boeing and Airbus have been taking orders for their new planes. Boeing said it expected to sell about 500 of its 777-200LR planes over the next 20 years. It already has orders from Pakistan International Airlines and EVA of Taiwan. These orders should help underpin the company's profits. Boeing said earnings during the last three months of 2004 dropped by 84% because of costs relating to stopping production of its smallest airliner, the 717, and the cancellation of a US air force 767 tanker contract. Net profit was $186m (£98m; 143m euros) in the quarter, compared with $1.13bn in the same period in 2003. ",aircraft firm boeing unveiled new long distance plane try regain position industry leading manufacturer capable flying almost mile non stop linking city london sydney boeing contrast european rival airbus hope airline want fly smaller aircraft longer distance airbus overtook boeing number one civilian planemaker focusing called super jumbos analyst divided approach best say latest tussle boeing airbus may prove defining moment airline industry boeing plan offer twin engine plane able fly direct many world airport getting rid need connecting flight banking smaller slimmer plane much anticipated dreamliner plane set take sky launch delayed september attack fifth variation boeing twin aisle plane company offically rolled new seattle gmt better fuel efficiency engine made lighter material mean plane connect almost two city worldwide boeing latest variant successful line airplane doubt continue successful said david learmount operation safety editor industry magazine flight international niche player learmount continued adding reach criterion airline used picking aircraft learmount pointed market couple year limited success attracting order also said plane may able fly sydney london one hit prevailing wind meant would stop somewhere return journey airbus future big pinning hope plane carry many people large hub airport passenger would ferried final destination smaller plane airbus also keeping option open plan compete main category aircraft producing rival boeing line year airbus boeing year ago product range said flight international learmount boeing airbus taking order new plane boeing said expected sell plane next year already order pakistan international airline eva taiwan order help underpin company profit boeing said earnings last three month dropped cost relating stopping production smallest airliner cancellation air force tanker contract net profit euro quarter compared period
69,business," Circuit City Stores, the second-largest electronics retailer in the US, has received a $3.25bn (£1.7bn) takeover offer.  The bid has come from Boston-based private investment firm Highfields Capital Management, which already owns 6.7% of Circuit City's shares. Shares in the retailer were up 19.6% at $17.04 in Tuesday morning trading in New York following the announcement. Highfield said that it intends to take the Virginia-based firm private.  ""Such a transformation would eliminate the public-company transparency into the company's operating strategy that is uniquely damaging in a highly competitive industry where Circuit City is going head-to-head with a tough and entrenched rival,"" Highfield said. One analyst suggested that a bidding battle may now begin for the company. Bill Armstrong, a retail analyst at CL King & Associates, said he expected to see other private investment firms come forward for Circuit City. The retailer is debt free with a good cash flow, despite the fact that it is said to be struggling to keep up with market leader Best Buy and cut-price competition from the likes of Wal-Mart, said Mr Armstrong. ",circuit city store second largest electronics retailer received takeover offer bid come boston based private investment firm highfields capital management already owns circuit city share share retailer tuesday morning trading new york following announcement highfield said intends take virginia based firm private transformation would eliminate public company transparency company operating strategy uniquely damaging highly competitive industry circuit city going head head tough entrenched rival highfield said one analyst suggested bidding battle may begin company bill armstrong retail analyst king associate said expected see private investment firm come forward circuit city retailer debt free good cash flow despite fact said struggling keep market leader best buy cut price competition like wal mart said armstrong
70,business," Japanese brewers are increasingly making money from beer-flavoured drinks rather than beer itself  Beer and spirits are heavily taxed in Japan, driving breweries to search for alternatives. Japan's long economic downturn helped drive the trend, as drinkers looked for cheaper opportunities to drown their sorrows. Now, according to Asahi Breweries, the market for so-called ""beer-like"" drinks is set to grow 84% this year.  Asahi is predicting profits to rise 50% in 2005 as it launches a drink based on soybean peptides rather than malt. The chosen name, ""Shinnama"" or ""new draft"", disguises its non-beer nature. But despite a record profit in 2004 of 30.6bn yen ($291m; £154m), up 31.8% on the previous year, Asahi is coming late to the market. Key rival Sapporo is already well-established with the beer-flavoured ""Draft One"". Suntory, meanwhile, is doing well with ""Super Blue"", which combines happoshu - an existing low-cost beer alternative made with malt and seawater - and shochu, a distilled alcohol derived from sweet potatoes or barley. Happoshu has been a mainstay of brewery profits for years, taking over from beer thanks to its low tax and therefore low cost. Kirin, the fourth big name, is launching its own ""third-type"" drink in April. ",japanese brewer increasingly making money beer flavoured drink rather beer beer spirit heavily taxed japan driving brewery search alternative japan long economic downturn helped drive trend drinker looked cheaper opportunity drown sorrow according asahi brewery market called beer like drink set grow year asahi predicting profit rise launch drink based soybean peptide rather malt chosen name shinnama new draft disguise non beer nature despite record profit yen previous year asahi coming late market key rival sapporo already well established beer flavoured draft one suntory meanwhile well super blue combine happoshu existing low cost beer alternative made malt seawater shochu distilled alcohol derived sweet potato barley happoshu mainstay brewery profit year taking beer thanks low tax therefore low cost kirin fourth big name launching third type drink april
71,business," South Korea looks set to sustain its revival thanks to renewed private consumption, its central bank says.  The country's economy has suffered from an overhang of personal debt after its consumers' credit card spending spree. Card use fell sharply last year, but is now picking up again with a rise in spending of 14.8% year-on-year. ""The economy is now heading upward rather than downward,"" said central bank governor Park Seung. ""The worst seems to have passed."" Mr Park's statement came as the bank decided to keep interest rates at an all-time low of 3.25%. It had cut rates in November to help revive the economy, but rising inflation - reaching 0.7% month-on-month in January - has stopped it from cutting further. Economic growth in 2004 was about 4.7%, with the central bank predicting 4% growth this year. Other indicators are also suggesting that the country is inching back towards economic health. Exports - traditionally the driver for expansion in Asian economies - grew slower in January than at any time in 17 months. But domestic demand seems to be taking up the slack. Consumer confidence has bounced back from a four-year low in January, and retail sales were up 2.1% in December. Credit card debt is falling, with only one in 13 of the 48 million cards now in default - down from one in eight at the end of 2003. One of its biggest card issuers, LG Card, was rescued from collapse in December, having almost imploded under the weight of its customers' bad debts. The government last year tightened the rules for card lending to keep the card glut under control. ",south korea look set sustain revival thanks renewed private consumption central bank say country economy suffered overhang personal debt consumer credit card spending spree card use fell sharply last year picking rise spending year year economy heading upward rather downward said central bank governor park seung worst seems passed park statement came bank decided keep interest rate time low cut rate november help revive economy rising inflation reaching month month january stopped cutting economic growth central bank predicting growth year indicator also suggesting country inching back towards economic health export traditionally driver expansion asian economy grew slower january time month domestic demand seems taking slack consumer confidence bounced back four year low january retail sale december credit card debt falling one million card default one eight end one biggest card issuer card rescued collapse december almost imploded weight customer bad debt government last year tightened rule card lending keep card glut control
72,business," Germany's economy shrank 0.2% in the last three months of 2004, upsetting hopes of a sustained recovery.  The figures confounded hopes of a 0.2% expansion in the fourth quarter in Europe's biggest economy. The Federal Statistics Office said growth for the whole of 2004 was 1.6%, after a year of contraction in 2003, down from an earlier estimate of 1.7%. It said growth in the third quarter had been zero, putting the economy at a standstill from July onward. Germany has been reliant on exports to get its economy back on track, as unemployment of more than five million and impending cuts to welfare mean German consumers have kept their money to themselves. Major companies including Volkswagen, DaimlerChrysler and Siemens have spent much of 2004 in tough talks with unions about trimming jobs and costs. According to the statistics office, Destatis, rising exports were outweighed in the fourth quarter by the continuing weakness of domestic demand.  But the relentless rise in the value of the euro last year has also hit the competitiveness of German products overseas. The effect has been to depress prospects for the 12-nation eurozone as a whole, as well as Germany. Eurozone interest rates are at 2%, but senior officials at the rate-setting European Central Bank are beginning to talk about the threat of inflation, prompting fears that interest rates may rise. The ECB's mandate is to fight rising prices by boosting interest rates - and that could further threaten Germany's hopes of recovery. ",germany economy shrank last three month upsetting hope sustained recovery figure confounded hope expansion fourth quarter europe biggest economy federal statistic office said growth whole year contraction earlier estimate said growth third quarter zero putting economy standstill july onward germany reliant export get economy back track unemployment five million impending cut welfare mean german consumer kept money major company including volkswagen daimlerchrysler siemens spent much tough talk union trimming job cost according statistic office destatis rising export outweighed fourth quarter continuing weakness domestic demand relentless rise value euro last year also hit competitiveness german product overseas effect depress prospect nation eurozone whole well germany eurozone interest rate senior official rate setting european central bank beginning talk threat inflation prompting fear interest rate may rise ecb mandate fight rising price boosting interest rate could threaten germany hope recovery
73,business," Turkey's investment in Iran's mobile industry looks set to be scrapped after its biggest mobile firm saw its investment there slashed by MPs.  Iran's parliament voted by a large majority to cut Turkcell's stake in a new mobile network from 70% to 49%. The move, which was justified on national security grounds, follows an earlier vote by MPs to give themselves a veto over foreign investments. Turkcell said the decision ""increases the risks"" attached to the project. Although the company's statement said it would continue to monitor developments, observers said they thought Turkcell was set to pull out of the $3bn deal. ""The possibility of carrying out this project is next to zero,"" said Atinc Ozkan, analyst at Finans Investment in Istanbul. If Turkcell does back out, MTN - the South African firm which lost out in the original tender - may well be back in the running. The company has said it is prepared to accept a minority stake if Iran will award it the mobile deal.  Turkcell's mobile deal is the second Turkish investment in Iran to run into trouble. Turkish-Austrian consortium TAV was chosen to build and run Tehran's new Imam Khomeini International Airport - but the army closed it just hours after it opened in May 2004. In both cases, the justification has been national security, amid allegations that the Turkish firms are too close to Israel. The hardline posture taken by parliament, which is dominated by religious conservatives, could yet impact other inward investments. ",turkey investment iran mobile industry look set scrapped biggest mobile firm saw investment slashed mp iran parliament voted large majority cut turkcell stake new mobile network move justified national security ground follows earlier vote mp give veto foreign investment turkcell said decision increase risk attached project although company statement said would continue monitor development observer said thought turkcell set pull deal possibility carrying project next zero said atinc ozkan analyst finans investment istanbul turkcell back mtn south african firm lost original tender may well back running company said prepared accept minority stake iran award mobile deal turkcell mobile deal second turkish investment iran run trouble turkish austrian consortium tav chosen build run tehran new imam khomeini international airport army closed hour opened may case justification national security amid allegation turkish firm close israel hardline posture taken parliament dominated religious conservative could yet impact inward investment
74,business," European Union finance ministers are meeting on Thursday in Brussels, where they are to discuss a controversial jet fuel tax.  A levy on jet fuel has been suggested as a way to raise funds to finance aid for the world's poorest nations. Airlines and aviation bodies have reacted strongly against the plans, saying they would hurt companies at a time when earnings are under pressure. The EU said a tax would only be passed after full consultation with airlines. It was keen to point out earlier this week that any new tax on jet fuel should not hurt the ""competitiveness of the airlines"". Ministers will also be discussing reforms to regulations governing European public spending.  Global leaders have focused attention on poverty reduction and development at recent meetings of the G7 Group and World Economic Forum. The world's richest countries have said they want to boost the amount of aid they give to 0.7% of their annual gross national income by 2015. Many EU ministers are thought to support the plan to tax jet fuel - tabled by France and Germany following the recent G7 meeting. At present, the fuel used by airlines enjoys either a very low tax rate or is untaxed in EU member states. ",european union finance minister meeting thursday brussels discus controversial jet fuel tax levy jet fuel suggested way raise fund finance aid world poorest nation airline aviation body reacted strongly plan saying would hurt company time earnings pressure said tax would passed full consultation airline keen point earlier week new tax jet fuel hurt competitiveness airline minister also discussing reform regulation governing european public spending global leader focused attention poverty reduction development recent meeting group world economic forum world richest country said want boost amount aid give annual gross national income many minister thought support plan tax jet fuel tabled france germany following recent meeting present fuel used airline enjoys either low tax rate untaxed member state
75,business," Despite a short-lived increase in Palestinian jobs in 2003, the economy is performing well below its potential, said a World Bank report.  Unemployment stood at 25%, compared with 10% before the uprising against Israeli occupation four years ago. Young people are particularly hard hit with 37% out of work, compared with 14% four years ago. But 104,000 new jobs were created last year during a brief easing of violence and closures. However, during the first half of this year, the Palestinian economy lost more than 22,000 jobs. Last year's growth rate of 6% can also be attributed to this temporary gap in violence, the report said. According to the report, Intifada, Closures and Palestinian Economic Crisis: An Assessment, there is a close link between the number of closures - both border closures and internal closures between cities - and Palestinian economic problems. The closures arranged by Israel restrict the movement of Palestinian people and goods, slowing down trade.  ""Closures are a key factor behind today's economic crisis in the West Bank,"" said Nigel Roberts, World Bank country director for the West Bank and Gaza. Nearly half of all Palestinians - some 47% - live below the poverty line and are particularly vulnerable to economic shocks. The report said even more would be on the poverty line without an average of $950m a year from international donors, some of which goes towards job creation. It also called on the Palestinian Authority to revive its reform programme and maintain financial discipline to create an investment-friendly climate. This week Colin Powell, US Secretary of State was visiting the West Bank to stress US support for a smooth Palestinian election in January. ",despite short lived increase palestinian job economy performing well potential said world bank report unemployment stood compared uprising israeli occupation four year ago young people particularly hard hit work compared four year ago new job created last year brief easing violence closure however first half year palestinian economy lost job last year growth rate also attributed temporary gap violence report said according report intifada closure palestinian economic crisis assessment close link number closure border closure internal closure city palestinian economic problem closure arranged israel restrict movement palestinian people good slowing trade closure key factor behind today economic crisis west bank said nigel robert world bank country director west bank gaza nearly half palestinian live poverty line particularly vulnerable economic shock report said even would poverty line without average year international donor go towards job creation also called palestinian authority revive reform programme maintain financial discipline create investment friendly climate week colin powell secretary state visiting west bank stress support smooth palestinian election january
76,business," China lent Russia $6bn (£3.2bn) to help the Russian government renationalise the key Yuganskneftegas unit of oil group Yukos, it has been revealed.  The Kremlin said on Tuesday that the $6bn which Russian state bank VEB lent state-owned Rosneft to help buy Yugansk in turn came from Chinese banks. The revelation came as the Russian government said Rosneft had signed a long-term oil supply deal with China. The deal sees Rosneft receive $6bn in credits from China's CNPC.  According to Russian newspaper Vedomosti, these credits would be used to pay off the loans Rosneft received to finance the purchase of Yugansk. Reports said CNPC had been offered 20% of Yugansk in return for providing finance but the company opted for a long-term oil supply deal instead. Analysts said one factor that might have influenced the Chinese decision was the possibility of litigation from Yukos, Yugansk's former owner, if CNPC had become a shareholder. Rosneft and VEB declined to comment. ""The two companies [Rosneft and CNPC] have agreed on the pre-payment for long-term deliveries,"" said Russian oil official Sergei Oganesyan. ""There is nothing unusual that the pre-payment is for five to six years.""  The announcements help to explain how Rosneft, a medium-sized, indebted, and relatively unknown firm, was able to finance its surprise purchase of Yugansk. Yugansk was sold for $9.3bn in an auction last year to help Yukos pay off part of a $27bn bill in unpaid taxes and fines.  The embattled Russian oil giant had previously filed for bankruptcy protection in a US court in an attempt to prevent the forced sale of its main production arm. But Yugansk was sold to a little known shell company which in turn was bought by Rosneft. Yukos claims its downfall was punishment for the political ambitions of its founder Mikhail Khodorkovsky. Once the country's richest man, Mr Khodorkovsky is on trial for fraud and tax evasion.  The deal between Rosneft and CNPC is seen as part of China's desire to secure long-term oil supplies to feed its booming economy. China's thirst for products such as crude oil, copper and steel has helped pushed global commodity prices to record levels. ""Clearly the Chinese are trying to get some leverage [in Russia],"" said Dmitry Lukashov, an analyst at brokerage Aton. ""They understand property rights in Russia are not the most important rights, and they are more interested in guaranteeing supplies."" ""If the price of oil is fixed under the deal, which is unlikely, it could be very profitable for the Chinese,"" Mr Lukashov continued. ""And Rosneft is in desperate need of cash, so it's a good deal for them too."" ",china lent russia help russian government renationalise key yuganskneftegas unit oil group yukos revealed kremlin said tuesday russian state bank veb lent state owned rosneft help buy yugansk turn came chinese bank revelation came russian government said rosneft signed long term oil supply deal china deal see rosneft receive credit china cnpc according russian newspaper vedomosti credit would used pay loan rosneft received finance purchase yugansk report said cnpc offered yugansk return providing finance company opted long term oil supply deal instead analyst said one factor might influenced chinese decision possibility litigation yukos yugansk former owner cnpc become shareholder rosneft veb declined comment two company rosneft cnpc agreed pre payment long term delivery said russian oil official sergei oganesyan nothing unusual pre payment five six year announcement help explain rosneft medium sized indebted relatively unknown firm able finance surprise purchase yugansk yugansk sold auction last year help yukos pay part bill unpaid tax fine embattled russian oil giant previously filed bankruptcy protection court attempt prevent forced sale main production arm yugansk sold little known shell company turn bought rosneft yukos claim downfall punishment political ambition founder mikhail khodorkovsky country richest man khodorkovsky trial fraud tax evasion deal rosneft cnpc seen part china desire secure long term oil supply feed booming economy china thirst product crude oil copper steel helped pushed global commodity price record level clearly chinese trying get leverage russia said dmitry lukashov analyst brokerage aton understand property right russia important right interested guaranteeing supply price oil fixed deal unlikely could profitable chinese lukashov continued rosneft desperate need cash good deal
77,business," Fiat and General Motors (GM) have until midnight on 1 February to settle a disagreement over a potential takeover.  The deadline marks the point at which Fiat will gain the right to sell its car division to GM, part of an alliance agreed in 2000. GM, whose own European operations are losing money, no longer wants to own the unprofitable Fiat unit. Reports of deadlocked talks sent Fiat shares down 1.2% on Tuesday, after Monday's 4% gain on hopes of a payoff. The US firm is thought to be offering about $2bn (£1.06bn) to extricate itself from the arrangement. It has argued the deal was voided by Fiat's decision to sell off Fiat's finance arm and halve GM's stake via a capital-raising effort.  The 2000 deal resulted from a race between GM and DaimlerChrysler to ally with Fiat. The German firm wanted to buy Fiat outright. But Gianni Agnelli, the godfather of the group, wanted to keep control, and preferred GM's offer to buy a 20% stake and give Fiat the right to sell in the future, known as a ""put option"". Since then, however, Fiat cars have lost market share and the firm has piled up losses, while a plan to raise new money in 2003 cut GM's stake in half to 10%. For its part, GM's European units Opel and Saab have both had trouble, with Opel management threatening to cut 12,000 jobs. ""The last thing they need is additional production capacity in Europe,"" said Patrick Juchemich, auto analyst at Sal Oppenheim Bank. ",fiat general motor midnight february settle disagreement potential takeover deadline mark point fiat gain right sell car division part alliance agreed whose european operation losing money longer want unprofitable fiat unit report deadlocked talk sent fiat share tuesday monday gain hope payoff firm thought offering extricate arrangement argued deal voided fiat decision sell fiat finance arm halve stake via capital raising effort deal resulted race daimlerchrysler ally fiat german firm wanted buy fiat outright gianni agnelli godfather group wanted keep control preferred offer buy stake give fiat right sell future known put option since however fiat car lost market share firm piled loss plan raise new money cut stake half part european unit opel saab trouble opel management threatening cut job last thing need additional production capacity europe said patrick juchemich auto analyst sal oppenheim bank
